,gameKey,playID,player,time,x,y,s,a,dis,o,dir,event,game_play,snap,isSnap,team,snap_offset,est_frame,label
194505,57910,1164,H98,2019-09-08 21:13:09.299000+00:00,61.32,24.26,0.0,0.0,0.0,280.94,317.58,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-15.3,-907,H98
194506,57910,1164,H98,2019-09-08 21:13:09.400000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,318.42,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-15.199,-901,H98
194507,57910,1164,H98,2019-09-08 21:13:09.500000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,319.25,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-15.099,-895,H98
194508,57910,1164,H98,2019-09-08 21:13:09.599000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,319.51,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-15.0,-889,H98
194509,57910,1164,H98,2019-09-08 21:13:09.700000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,318.32,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.899,-883,H98
194510,57910,1164,H98,2019-09-08 21:13:09.799000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,316.43,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.8,-877,H98
194511,57910,1164,H98,2019-09-08 21:13:09.900000+00:00,61.31,24.26,0.0,0.0,0.0,280.34,315.96,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.699,-871,H98
194512,57910,1164,H98,2019-09-08 21:13:10+00:00,61.31,24.27,0.0,0.0,0.0,280.34,315.57,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.599,-865,H98
194513,57910,1164,H98,2019-09-08 21:13:10.099000+00:00,61.31,24.27,0.0,0.0,0.0,280.34,319.17,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.5,-859,H98
194514,57910,1164,H98,2019-09-08 21:13:10.200000+00:00,61.31,24.27,0.0,0.0,0.0,280.34,320.66,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.399,-853,H98
194515,57910,1164,H98,2019-09-08 21:13:10.299000+00:00,61.3,24.27,0.0,0.0,0.0,280.34,320.83,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.3,-847,H98
194516,57910,1164,H98,2019-09-08 21:13:10.400000+00:00,61.3,24.27,0.0,0.0,0.0,280.34,322.18,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.199,-841,H98
194517,57910,1164,H98,2019-09-08 21:13:10.500000+00:00,61.3,24.28,0.0,0.0,0.0,280.34,325.75,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.099,-835,H98
194518,57910,1164,H98,2019-09-08 21:13:10.599000+00:00,61.3,24.28,0.0,0.0,0.0,280.34,325.6,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-14.0,-829,H98
194519,57910,1164,H98,2019-09-08 21:13:10.700000+00:00,61.3,24.28,0.0,0.0,0.0,280.34,325.49,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.899,-823,H98
194520,57910,1164,H98,2019-09-08 21:13:10.799000+00:00,61.3,24.29,0.0,0.0,0.0,280.34,329.83,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.8,-817,H98
194521,57910,1164,H98,2019-09-08 21:13:10.900000+00:00,61.3,24.29,0.0,0.0,0.0,279.55,332.54,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.699,-811,H98
194522,57910,1164,H98,2019-09-08 21:13:11+00:00,61.3,24.29,0.0,0.0,0.0,279.55,336.34,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.599,-805,H98
194523,57910,1164,H98,2019-09-08 21:13:11.099000+00:00,61.3,24.29,0.0,0.0,0.0,279.55,334.26,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.5,-799,H98
194524,57910,1164,H98,2019-09-08 21:13:11.200000+00:00,61.3,24.29,0.0,0.0,0.0,279.55,331.01,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.399,-793,H98
194525,57910,1164,H98,2019-09-08 21:13:11.299000+00:00,61.3,24.29,0.0,0.0,0.0,279.55,331.52,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.3,-787,H98
194526,57910,1164,H98,2019-09-08 21:13:11.400000+00:00,61.29,24.29,0.0,0.0,0.0,279.55,330.75,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.199,-781,H98
194527,57910,1164,H98,2019-09-08 21:13:11.500000+00:00,61.29,24.29,0.0,0.0,0.0,279.55,328.7,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.099,-775,H98
194528,57910,1164,H98,2019-09-08 21:13:11.599000+00:00,61.29,24.3,0.0,0.0,0.0,279.55,327.01,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-13.0,-769,H98
194529,57910,1164,H98,2019-09-08 21:13:11.700000+00:00,61.29,24.3,0.0,0.0,0.0,280.21,327.78,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.899,-763,H98
194530,57910,1164,H98,2019-09-08 21:13:11.799000+00:00,61.29,24.3,0.0,0.0,0.0,280.21,326.65,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.8,-757,H98
194531,57910,1164,H98,2019-09-08 21:13:11.900000+00:00,61.29,24.3,0.0,0.0,0.0,280.21,326.51,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.699,-751,H98
194532,57910,1164,H98,2019-09-08 21:13:12+00:00,61.29,24.3,0.0,0.0,0.0,280.21,327.4,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.599,-745,H98
194533,57910,1164,H98,2019-09-08 21:13:12.099000+00:00,61.29,24.3,0.0,0.0,0.0,280.21,325.8,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.5,-739,H98
194534,57910,1164,H98,2019-09-08 21:13:12.200000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,327.28,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.399,-733,H98
194535,57910,1164,H98,2019-09-08 21:13:12.299000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,327.07,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.3,-727,H98
194536,57910,1164,H98,2019-09-08 21:13:12.400000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,324.58,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.199,-721,H98
194537,57910,1164,H98,2019-09-08 21:13:12.500000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,322.11,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.099,-715,H98
194538,57910,1164,H98,2019-09-08 21:13:12.599000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,321.04,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-12.0,-709,H98
194539,57910,1164,H98,2019-09-08 21:13:12.700000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,320.31,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-11.899,-703,H98
194540,57910,1164,H98,2019-09-08 21:13:12.799000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,319.62,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-11.8,-697,H98
194541,57910,1164,H98,2019-09-08 21:13:12.900000+00:00,61.28,24.31,0.0,0.0,0.0,279.3,319.23,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-11.699,-691,H98
194542,57910,1164,H98,2019-09-08 21:13:13+00:00,61.27,24.32,0.0,0.0,0.0,279.3,319.23,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-11.599,-685,H98
194543,57910,1164,H98,2019-09-08 21:13:13.099000+00:00,61.27,24.32,0.0,0.0,0.0,279.3,319.11,,57910_001164,2019-09-08 21:13:24.599000+00:00,False,Home,-11.5,-679,H98
